datapath,n_features,embedding_dim,aggregator,n_layers,n_heads,reduce_type,learn_adjacency,tie_embeddings,tie_aggregator,size_of_cpt,num_edges,max_parents,numparams
data/2,10,16,mlp,4,4,mean,True,True,False,44,9,2,4272
data/2,10,16,mlp,4,4,sum,True,True,True,44,9,2,3072
data/2,10,16,mlp,4,4,sum,True,True,False,44,9,2,4272
data/2,10,16,mlp,4,1,mean,True,False,True,44,9,2,3204
data/2,10,16,mlp,4,1,mean,True,False,False,44,9,2,3504
data/2,10,16,mlp,4,1,mean,False,False,,44,9,2,3104
data/2,10,16,mlp,4,1,sum,True,False,True,44,9,2,3204
data/2,10,16,mlp,4,1,sum,True,False,False,44,9,2,3504
data/2,10,16,mlp,4,1,sum,False,False,,44,9,2,3104
data/2,10,16,mlp,4,2,mean,True,False,True,44,9,2,3304
data/2,10,16,mlp,4,2,mean,True,False,False,44,9,2,3904
data/2,10,16,mlp,4,2,sum,True,False,True,44,9,2,3304
data/2,10,16,mlp,4,2,sum,True,False,False,44,9,2,3904
data/2,10,16,mlp,4,4,mean,True,False,True,44,9,2,3504
data/2,10,16,mlp,4,4,mean,True,False,False,44,9,2,4704
data/2,10,16,mlp,4,4,sum,True,False,True,44,9,2,3504
data/2,10,16,mlp,4,4,sum,True,False,False,44,9,2,4704
data/2,10,64,transformer,1,1,,,True,,44,9,2,25920
data/2,10,64,transformer,1,2,,,True,,44,9,2,25920
data/2,10,64,transformer,1,4,,,True,,44,9,2,25920
data/2,10,64,transformer,1,1,,,False,,44,9,2,27648
data/2,10,64,transformer,1,2,,,False,,44,9,2,27648
data/2,10,64,transformer,1,4,,,False,,44,9,2,27648
data/2,10,64,transformer,2,1,,,True,,44,9,2,50880
data/2,10,64,transformer,2,2,,,True,,44,9,2,50880
data/2,10,64,transformer,2,4,,,True,,44,9,2,50880
data/2,10,64,transformer,2,1,,,False,,44,9,2,52608
data/2,10,64,transformer,2,2,,,False,,44,9,2,52608
data/2,10,64,transformer,2,4,,,False,,44,9,2,52608
data/2,10,64,transformer,4,1,,,True,,44,9,2,100800
data/2,10,64,transformer,4,2,,,True,,44,9,2,100800
data/2,10,64,transformer,4,4,,,True,,44,9,2,100800
data/2,10,64,transformer,4,1,,,False,,44,9,2,102528
data/2,10,64,transformer,4,2,,,False,,44,9,2,102528
data/2,10,64,transformer,4,4,,,False,,44,9,2,102528
data/2,10,64,mlp,1,1,mean,True,True,True,44,9,2,9636
data/2,10,64,mlp,1,1,mean,True,True,False,44,9,2,9636
data/2,10,64,mlp,1,1,mean,False,True,,44,9,2,9536
data/2,10,64,mlp,1,1,sum,True,True,True,44,9,2,9636
data/2,10,64,mlp,1,1,sum,True,True,False,44,9,2,9636
data/2,10,64,mlp,1,1,sum,False,True,,44,9,2,9536
data/2,10,64,mlp,1,2,mean,True,True,True,44,9,2,9736
data/2,10,64,mlp,1,2,mean,True,True,False,44,9,2,9736
data/2,10,64,mlp,1,2,sum,True,True,True,44,9,2,9736
data/2,10,64,mlp,1,2,sum,True,True,False,44,9,2,9736
data/2,10,64,mlp,1,4,mean,True,True,True,44,9,2,9936
data/2,10,64,mlp,1,4,mean,True,True,False,44,9,2,9936
data/2,10,64,mlp,1,4,sum,True,True,True,44,9,2,9936
data/2,10,64,mlp,1,4,sum,True,True,False,44,9,2,9936
data/2,10,64,mlp,1,1,mean,True,False,True,44,9,2,11364
data/2,10,64,mlp,1,1,mean,True,False,False,44,9,2,11364
data/2,10,64,mlp,1,1,mean,False,False,,44,9,2,11264
data/2,10,64,mlp,1,1,sum,True,False,True,44,9,2,11364
data/2,10,64,mlp,1,1,sum,True,False,False,44,9,2,11364
data/2,10,64,mlp,1,1,sum,False,False,,44,9,2,11264
data/2,10,64,mlp,1,2,mean,True,False,True,44,9,2,11464
data/2,10,64,mlp,1,2,mean,True,False,False,44,9,2,11464
data/2,10,64,mlp,1,2,sum,True,False,True,44,9,2,11464
data/2,10,64,mlp,1,2,sum,True,False,False,44,9,2,11464
data/2,10,64,mlp,1,4,mean,True,False,True,44,9,2,11664
data/2,10,64,mlp,1,4,mean,True,False,False,44,9,2,11664
data/2,10,64,mlp,1,4,sum,True,False,True,44,9,2,11664
data/2,10,64,mlp,1,4,sum,True,False,False,44,9,2,11664
data/2,10,64,mlp,2,1,mean,True,True,True,44,9,2,18212
data/2,10,64,mlp,2,1,mean,True,True,False,44,9,2,18312
data/2,10,64,mlp,2,1,mean,False,True,,44,9,2,18112
data/2,10,64,mlp,2,1,sum,True,True,True,44,9,2,18212
data/2,10,64,mlp,2,1,sum,True,True,False,44,9,2,18312
data/2,10,64,mlp,2,1,sum,False,True,,44,9,2,18112
data/2,10,64,mlp,2,2,mean,True,True,True,44,9,2,18312
data/2,10,64,mlp,2,2,mean,True,True,False,44,9,2,18512
data/2,10,64,mlp,2,2,sum,True,True,True,44,9,2,18312
data/2,10,64,mlp,2,2,sum,True,True,False,44,9,2,18512
data/2,10,64,mlp,2,4,mean,True,True,True,44,9,2,18512
data/2,10,64,mlp,2,4,mean,True,True,False,44,9,2,18912
data/2,10,64,mlp,2,4,sum,True,True,True,44,9,2,18512
data/2,10,64,mlp,2,4,sum,True,True,False,44,9,2,18912
data/2,10,64,mlp,2,1,mean,True,False,True,44,9,2,19940
data/2,10,64,mlp,2,1,mean,True,False,False,44,9,2,20040
data/2,10,64,mlp,2,1,mean,False,False,,44,9,2,19840
data/2,10,64,mlp,2,1,sum,True,False,True,44,9,2,19940
data/2,10,64,mlp,2,1,sum,True,False,False,44,9,2,20040
data/2,10,64,mlp,2,1,sum,False,False,,44,9,2,19840
data/2,10,64,mlp,2,2,mean,True,False,True,44,9,2,20040
data/2,10,64,mlp,2,2,mean,True,False,False,44,9,2,20240
data/2,10,64,mlp,2,2,sum,True,False,True,44,9,2,20040
data/2,10,64,mlp,2,2,sum,True,False,False,44,9,2,20240
data/2,10,64,mlp,2,4,mean,True,False,True,44,9,2,20240
data/2,10,64,mlp,2,4,mean,True,False,False,44,9,2,20640
data/2,10,64,mlp,2,4,sum,True,False,True,44,9,2,20240
data/2,10,64,mlp,2,4,sum,True,False,False,44,9,2,20640
data/2,10,64,mlp,4,1,mean,True,True,True,44,9,2,35364
data/2,10,64,mlp,4,1,mean,True,True,False,44,9,2,35664
data/2,10,64,mlp,4,1,mean,False,True,,44,9,2,35264
data/2,10,64,mlp,4,1,sum,True,True,True,44,9,2,35364
data/2,10,64,mlp,4,1,sum,True,True,False,44,9,2,35664
data/2,10,64,mlp,4,1,sum,False,True,,44,9,2,35264
data/2,10,64,mlp,4,2,mean,True,True,True,44,9,2,35464
data/2,10,64,mlp,4,2,mean,True,True,False,44,9,2,36064
data/2,10,64,mlp,4,2,sum,True,True,True,44,9,2,35464
data/2,10,64,mlp,4,2,sum,True,True,False,44,9,2,36064
data/2,10,64,mlp,4,4,mean,True,True,True,44,9,2,35664
data/2,10,64,mlp,4,4,mean,True,True,False,44,9,2,36864
data/2,10,64,mlp,4,4,sum,True,True,True,44,9,2,35664
data/2,10,64,mlp,4,4,sum,True,True,False,44,9,2,36864
data/2,10,64,mlp,4,1,mean,True,False,True,44,9,2,37092
data/2,10,64,mlp,4,1,mean,True,False,False,44,9,2,37392
data/2,10,64,mlp,4,1,mean,False,False,,44,9,2,36992
data/2,10,64,mlp,4,1,sum,True,False,True,44,9,2,37092
data/2,10,64,mlp,4,1,sum,True,False,False,44,9,2,37392
data/2,10,64,mlp,4,1,sum,False,False,,44,9,2,36992
data/2,10,64,mlp,4,2,mean,True,False,True,44,9,2,37192
data/2,10,64,mlp,4,2,mean,True,False,False,44,9,2,37792
data/2,10,64,mlp,4,2,sum,True,False,True,44,9,2,37192
data/2,10,64,mlp,4,2,sum,True,False,False,44,9,2,37792
data/2,10,64,mlp,4,4,mean,True,False,True,44,9,2,37392
data/2,10,64,mlp,4,4,mean,True,False,False,44,9,2,38592
data/2,10,64,mlp,4,4,sum,True,False,True,44,9,2,37392
data/2,10,64,mlp,4,4,sum,True,False,False,44,9,2,38592
data/3,25,2,transformer,1,1,,,True,,334,43,3,96
data/3,25,2,transformer,1,2,,,True,,334,43,3,96
data/3,25,2,transformer,1,1,,,False,,334,43,3,240
data/3,25,2,transformer,1,2,,,False,,334,43,3,240
data/3,25,2,transformer,2,1,,,True,,334,43,3,132
data/3,25,2,transformer,2,2,,,True,,334,43,3,132
data/3,25,2,transformer,2,1,,,False,,334,43,3,276
data/3,25,2,transformer,2,2,,,False,,334,43,3,276
data/3,25,2,transformer,4,1,,,True,,334,43,3,204
data/3,25,2,transformer,4,2,,,True,,334,43,3,204
data/3,25,2,transformer,4,1,,,False,,334,43,3,348
data/3,25,2,transformer,4,2,,,False,,334,43,3,348
data/3,25,2,mlp,1,1,mean,True,True,True,334,43,3,705
data/3,25,2,mlp,1,1,mean,True,True,False,334,43,3,705
data/3,25,2,mlp,1,1,mean,False,True,,334,43,3,80
data/3,25,2,mlp,1,1,sum,True,True,True,334,43,3,705
data/3,25,2,mlp,1,1,sum,True,True,False,334,43,3,705
data/3,25,2,mlp,1,1,sum,False,True,,334,43,3,80
data/3,25,2,mlp,1,2,mean,True,True,True,334,43,3,1330
data/3,25,2,mlp,1,2,mean,True,True,False,334,43,3,1330
data/3,25,2,mlp,1,2,sum,True,True,True,334,43,3,1330
data/3,25,2,mlp,1,2,sum,True,True,False,334,43,3,1330
data/3,25,2,mlp,1,1,mean,True,False,True,334,43,3,849
data/3,25,2,mlp,1,1,mean,True,False,False,334,43,3,849
data/3,25,2,mlp,1,1,mean,False,False,,334,43,3,224
data/3,25,2,mlp,1,1,sum,True,False,True,334,43,3,849
data/3,25,2,mlp,1,1,sum,True,False,False,334,43,3,849
data/3,25,2,mlp,1,1,sum,False,False,,334,43,3,224
data/3,25,2,mlp,1,2,mean,True,False,True,334,43,3,1474
data/3,25,2,mlp,1,2,mean,True,False,False,334,43,3,1474
data/3,25,2,mlp,1,2,sum,True,False,True,334,43,3,1474
data/3,25,2,mlp,1,2,sum,True,False,False,334,43,3,1474
data/3,25,2,mlp,2,1,mean,True,True,True,334,43,3,725
data/3,25,2,mlp,2,1,mean,True,True,False,334,43,3,1350
data/3,25,2,mlp,2,1,mean,False,True,,334,43,3,100
data/3,25,2,mlp,2,1,sum,True,True,True,334,43,3,725
data/3,25,2,mlp,2,1,sum,True,True,False,334,43,3,1350
data/3,25,2,mlp,2,1,sum,False,True,,334,43,3,100
data/3,25,2,mlp,2,2,mean,True,True,True,334,43,3,1350
data/3,25,2,mlp,2,2,mean,True,True,False,334,43,3,2600
data/3,25,2,mlp,2,2,sum,True,True,True,334,43,3,1350
data/3,25,2,mlp,2,2,sum,True,True,False,334,43,3,2600
data/3,25,2,mlp,2,1,mean,True,False,True,334,43,3,869
data/3,25,2,mlp,2,1,mean,True,False,False,334,43,3,1494
data/3,25,2,mlp,2,1,mean,False,False,,334,43,3,244
data/3,25,2,mlp,2,1,sum,True,False,True,334,43,3,869
data/3,25,2,mlp,2,1,sum,True,False,False,334,43,3,1494
data/3,25,2,mlp,2,1,sum,False,False,,334,43,3,244
data/3,25,2,mlp,2,2,mean,True,False,True,334,43,3,1494
data/3,25,2,mlp,2,2,mean,True,False,False,334,43,3,2744
data/3,25,2,mlp,2,2,sum,True,False,True,334,43,3,1494
data/3,25,2,mlp,2,2,sum,True,False,False,334,43,3,2744
data/3,25,2,mlp,4,1,mean,True,True,True,334,43,3,765
data/3,25,2,mlp,4,1,mean,True,True,False,334,43,3,2640
data/3,25,2,mlp,4,1,mean,False,True,,334,43,3,140
data/3,25,2,mlp,4,1,sum,True,True,True,334,43,3,765
data/3,25,2,mlp,4,1,sum,True,True,False,334,43,3,2640
data/3,25,2,mlp,4,1,sum,False,True,,334,43,3,140
data/3,25,2,mlp,4,2,mean,True,True,True,334,43,3,1390
data/3,25,2,mlp,4,2,mean,True,True,False,334,43,3,5140
data/3,25,2,mlp,4,2,sum,True,True,True,334,43,3,1390
data/3,25,2,mlp,4,2,sum,True,True,False,334,43,3,5140
data/3,25,2,mlp,4,1,mean,True,False,True,334,43,3,909
data/3,25,2,mlp,4,1,mean,True,False,False,334,43,3,2784
data/3,25,2,mlp,4,1,mean,False,False,,334,43,3,284
data/3,25,2,mlp,4,1,sum,True,False,True,334,43,3,909
data/3,25,2,mlp,4,1,sum,True,False,False,334,43,3,2784
data/3,25,2,mlp,4,1,sum,False,False,,334,43,3,284
data/3,25,2,mlp,4,2,mean,True,False,True,334,43,3,1534
data/3,25,2,mlp,4,2,mean,True,False,False,334,43,3,5284
data/3,25,2,mlp,4,2,sum,True,False,True,334,43,3,1534
data/3,25,2,mlp,4,2,sum,True,False,False,334,43,3,5284
data/3,25,4,transformer,1,1,,,True,,334,43,3,240
data/3,25,4,transformer,1,2,,,True,,334,43,3,240
data/3,25,4,transformer,1,4,,,True,,334,43,3,240
data/3,25,4,transformer,1,1,,,False,,334,43,3,528
data/3,25,4,transformer,1,2,,,False,,334,43,3,528
data/3,25,4,transformer,1,4,,,False,,334,43,3,528
data/3,25,4,transformer,2,1,,,True,,334,43,3,360
data/3,25,4,transformer,2,2,,,True,,334,43,3,360
data/3,25,4,transformer,2,4,,,True,,334,43,3,360
data/3,25,4,transformer,2,1,,,False,,334,43,3,648
data/3,25,4,transformer,2,2,,,False,,334,43,3,648
data/3,25,4,transformer,2,4,,,False,,334,43,3,648
data/3,25,4,transformer,4,1,,,True,,334,43,3,600
data/3,25,4,transformer,4,2,,,True,,334,43,3,600
data/3,25,4,transformer,4,4,,,True,,334,43,3,600
data/3,25,4,transformer,4,1,,,False,,334,43,3,888
data/3,25,4,transformer,4,2,,,False,,334,43,3,888
data/3,25,4,transformer,4,4,,,False,,334,43,3,888
data/3,25,4,mlp,1,1,mean,True,True,True,334,43,3,801
data/3,25,4,mlp,1,1,mean,True,True,False,334,43,3,801
data/3,25,4,mlp,1,1,mean,False,True,,334,43,3,176
data/3,25,4,mlp,1,1,sum,True,True,True,334,43,3,801
data/3,25,4,mlp,1,1,sum,True,True,False,334,43,3,801
data/3,25,4,mlp,1,1,sum,False,True,,334,43,3,176
data/3,25,4,mlp,1,2,mean,True,True,True,334,43,3,1426
data/3,25,4,mlp,1,2,mean,True,True,False,334,43,3,1426
data/3,25,4,mlp,1,2,sum,True,True,True,334,43,3,1426
data/3,25,4,mlp,1,2,sum,True,True,False,334,43,3,1426
data/3,25,4,mlp,1,4,mean,True,True,True,334,43,3,2676
data/3,25,4,mlp,1,4,mean,True,True,False,334,43,3,2676
data/3,25,4,mlp,1,4,sum,True,True,True,334,43,3,2676
data/3,25,4,mlp,1,4,sum,True,True,False,334,43,3,2676
data/3,25,4,mlp,1,1,mean,True,False,True,334,43,3,1089
data/3,25,4,mlp,1,1,mean,True,False,False,334,43,3,1089
data/3,25,4,mlp,1,1,mean,False,False,,334,43,3,464
data/3,25,4,mlp,1,1,sum,True,False,True,334,43,3,1089
data/3,25,4,mlp,1,1,sum,True,False,False,334,43,3,1089
data/3,25,4,mlp,1,1,sum,False,False,,334,43,3,464
data/3,25,4,mlp,1,2,mean,True,False,True,334,43,3,1714
data/3,25,4,mlp,1,2,mean,True,False,False,334,43,3,1714
data/3,25,4,mlp,1,2,sum,True,False,True,334,43,3,1714
data/3,25,4,mlp,1,2,sum,True,False,False,334,43,3,1714
data/3,25,4,mlp,1,4,mean,True,False,True,334,43,3,2964
data/3,25,4,mlp,1,4,mean,True,False,False,334,43,3,2964
data/3,25,4,mlp,1,4,sum,True,False,True,334,43,3,2964
data/3,25,4,mlp,1,4,sum,True,False,False,334,43,3,2964
data/3,25,4,mlp,2,1,mean,True,True,True,334,43,3,857
data/3,25,4,mlp,2,1,mean,True,True,False,334,43,3,1482
data/3,25,4,mlp,2,1,mean,False,True,,334,43,3,232
data/3,25,4,mlp,2,1,sum,True,True,True,334,43,3,857
data/3,25,4,mlp,2,1,sum,True,True,False,334,43,3,1482
data/3,25,4,mlp,2,1,sum,False,True,,334,43,3,232
data/3,25,4,mlp,2,2,mean,True,True,True,334,43,3,1482
data/3,25,4,mlp,2,2,mean,True,True,False,334,43,3,2732
data/3,25,4,mlp,2,2,sum,True,True,True,334,43,3,1482
data/3,25,4,mlp,2,2,sum,True,True,False,334,43,3,2732
data/3,25,4,mlp,2,4,mean,True,True,True,334,43,3,2732
data/3,25,4,mlp,2,4,mean,True,True,False,334,43,3,5232
data/3,25,4,mlp,2,4,sum,True,True,True,334,43,3,2732
data/3,25,4,mlp,2,4,sum,True,True,False,334,43,3,5232
data/3,25,4,mlp,2,1,mean,True,False,True,334,43,3,1145
data/3,25,4,mlp,2,1,mean,True,False,False,334,43,3,1770
data/3,25,4,mlp,2,1,mean,False,False,,334,43,3,520
data/3,25,4,mlp,2,1,sum,True,False,True,334,43,3,1145
data/3,25,4,mlp,2,1,sum,True,False,False,334,43,3,1770
data/3,25,4,mlp,2,1,sum,False,False,,334,43,3,520
data/3,25,4,mlp,2,2,mean,True,False,True,334,43,3,1770
data/3,25,4,mlp,2,2,mean,True,False,False,334,43,3,3020
data/3,25,4,mlp,2,2,sum,True,False,True,334,43,3,1770
data/3,25,4,mlp,2,2,sum,True,False,False,334,43,3,3020
data/3,25,4,mlp,2,4,mean,True,False,True,334,43,3,3020
data/3,25,4,mlp,2,4,mean,True,False,False,334,43,3,5520
data/3,25,4,mlp,2,4,sum,True,False,True,334,43,3,3020
data/3,25,4,mlp,2,4,sum,True,False,False,334,43,3,5520
data/3,25,4,mlp,4,1,mean,True,True,True,334,43,3,969
data/3,25,4,mlp,4,1,mean,True,True,False,334,43,3,2844
data/3,25,4,mlp,4,1,mean,False,True,,334,43,3,344
data/3,25,4,mlp,4,1,sum,True,True,True,334,43,3,969
data/3,25,4,mlp,4,1,sum,True,True,False,334,43,3,2844
data/3,25,4,mlp,4,1,sum,False,True,,334,43,3,344
data/3,25,4,mlp,4,2,mean,True,True,True,334,43,3,1594
data/3,25,4,mlp,4,2,mean,True,True,False,334,43,3,5344
data/3,25,4,mlp,4,2,sum,True,True,True,334,43,3,1594
data/3,25,4,mlp,4,2,sum,True,True,False,334,43,3,5344
data/3,25,4,mlp,4,4,mean,True,True,True,334,43,3,2844
data/3,25,4,mlp,4,4,mean,True,True,False,334,43,3,10344
data/3,25,4,mlp,4,4,sum,True,True,True,334,43,3,2844
data/3,25,4,mlp,4,4,sum,True,True,False,334,43,3,10344
data/3,25,4,mlp,4,1,mean,True,False,True,334,43,3,1257
data/3,25,4,mlp,4,1,mean,True,False,False,334,43,3,3132
data/3,25,4,mlp,4,1,mean,False,False,,334,43,3,632
data/3,25,4,mlp,4,1,sum,True,False,True,334,43,3,1257
data/3,25,4,mlp,4,1,sum,True,False,False,334,43,3,3132
data/3,25,4,mlp,4,1,sum,False,False,,334,43,3,632
data/3,25,4,mlp,4,2,mean,True,False,True,334,43,3,1882
data/3,25,4,mlp,4,2,mean,True,False,False,334,43,3,5632
data/3,25,4,mlp,4,2,sum,True,False,True,334,43,3,1882
data/3,25,4,mlp,4,2,sum,True,False,False,334,43,3,5632
data/3,25,4,mlp,4,4,mean,True,False,True,334,43,3,3132
data/3,25,4,mlp,4,4,mean,True,False,False,334,43,3,10632
data/3,25,4,mlp,4,4,sum,True,False,True,334,43,3,3132
data/3,25,4,mlp,4,4,sum,True,False,False,334,43,3,10632
data/3,25,16,transformer,1,1,,,True,,334,43,3,2112
data/3,25,16,transformer,1,2,,,True,,334,43,3,2112
data/3,25,16,transformer,1,4,,,True,,334,43,3,2112
data/3,25,16,transformer,1,1,,,False,,334,43,3,3264
data/3,25,16,transformer,1,2,,,False,,334,43,3,3264
data/3,25,16,transformer,1,4,,,False,,334,43,3,3264
data/3,25,16,transformer,2,1,,,True,,334,43,3,3744
data/3,25,16,transformer,2,2,,,True,,334,43,3,3744
data/3,25,16,transformer,2,4,,,True,,334,43,3,3744
data/3,25,16,transformer,2,1,,,False,,334,43,3,4896
data/3,25,16,transformer,2,2,,,False,,334,43,3,4896
data/3,25,16,transformer,2,4,,,False,,334,43,3,4896
data/3,25,16,transformer,4,1,,,True,,334,43,3,7008
data/3,25,16,transformer,4,2,,,True,,334,43,3,7008
data/3,25,16,transformer,4,4,,,True,,334,43,3,7008
data/3,25,16,transformer,4,1,,,False,,334,43,3,8160
data/3,25,16,transformer,4,2,,,False,,334,43,3,8160
data/3,25,16,transformer,4,4,,,False,,334,43,3,8160
data/3,25,16,mlp,1,1,mean,True,True,True,334,43,3,1713
data/3,25,16,mlp,1,1,mean,True,True,False,334,43,3,1713
data/3,25,16,mlp,1,1,mean,False,True,,334,43,3,1088
data/3,25,16,mlp,1,1,sum,True,True,True,334,43,3,1713
data/3,25,16,mlp,1,1,sum,True,True,False,334,43,3,1713
data/3,25,16,mlp,1,1,sum,False,True,,334,43,3,1088
data/3,25,16,mlp,1,2,mean,True,True,True,334,43,3,2338
data/3,25,16,mlp,1,2,mean,True,True,False,334,43,3,2338
data/3,25,16,mlp,1,2,sum,True,True,True,334,43,3,2338
data/3,25,16,mlp,1,2,sum,True,True,False,334,43,3,2338
data/3,25,16,mlp,1,4,mean,True,True,True,334,43,3,3588
data/3,25,16,mlp,1,4,mean,True,True,False,334,43,3,3588
data/3,25,16,mlp,1,4,sum,True,True,True,334,43,3,3588
data/3,25,16,mlp,1,4,sum,True,True,False,334,43,3,3588
data/3,25,16,mlp,1,1,mean,True,False,True,334,43,3,2865
data/3,25,16,mlp,1,1,mean,True,False,False,334,43,3,2865
data/3,25,16,mlp,1,1,mean,False,False,,334,43,3,2240
data/3,25,16,mlp,1,1,sum,True,False,True,334,43,3,2865
data/3,25,16,mlp,1,1,sum,True,False,False,334,43,3,2865
data/3,25,16,mlp,1,1,sum,False,False,,334,43,3,2240
data/3,25,16,mlp,1,2,mean,True,False,True,334,43,3,3490
data/3,25,16,mlp,1,2,mean,True,False,False,334,43,3,3490
data/3,25,16,mlp,1,2,sum,True,False,True,334,43,3,3490
data/3,25,16,mlp,1,2,sum,True,False,False,334,43,3,3490
data/3,25,16,mlp,1,4,mean,True,False,True,334,43,3,4740
data/3,25,16,mlp,1,4,mean,True,False,False,334,43,3,4740
data/3,25,16,mlp,1,4,sum,True,False,True,334,43,3,4740
data/3,25,16,mlp,1,4,sum,True,False,False,334,43,3,4740
data/3,25,16,mlp,2,1,mean,True,True,True,334,43,3,2321
data/3,25,16,mlp,2,1,mean,True,True,False,334,43,3,2946
data/3,25,16,mlp,2,1,mean,False,True,,334,43,3,1696
data/3,25,16,mlp,2,1,sum,True,True,True,334,43,3,2321
data/3,25,16,mlp,2,1,sum,True,True,False,334,43,3,2946
data/3,25,16,mlp,2,1,sum,False,True,,334,43,3,1696
data/3,25,16,mlp,2,2,mean,True,True,True,334,43,3,2946
data/3,25,16,mlp,2,2,mean,True,True,False,334,43,3,4196
data/3,25,16,mlp,2,2,sum,True,True,True,334,43,3,2946
data/3,25,16,mlp,2,2,sum,True,True,False,334,43,3,4196
data/3,25,16,mlp,2,4,mean,True,True,True,334,43,3,4196
data/3,25,16,mlp,2,4,mean,True,True,False,334,43,3,6696
data/3,25,16,mlp,2,4,sum,True,True,True,334,43,3,4196
data/3,25,16,mlp,2,4,sum,True,True,False,334,43,3,6696
data/3,25,16,mlp,2,1,mean,True,False,True,334,43,3,3473
data/3,25,16,mlp,2,1,mean,True,False,False,334,43,3,4098
data/3,25,16,mlp,2,1,mean,False,False,,334,43,3,2848
data/3,25,16,mlp,2,1,sum,True,False,True,334,43,3,3473
data/3,25,16,mlp,2,1,sum,True,False,False,334,43,3,4098
data/3,25,16,mlp,2,1,sum,False,False,,334,43,3,2848
data/3,25,16,mlp,2,2,mean,True,False,True,334,43,3,4098
data/3,25,16,mlp,2,2,mean,True,False,False,334,43,3,5348
data/3,25,16,mlp,2,2,sum,True,False,True,334,43,3,4098
data/3,25,16,mlp,2,2,sum,True,False,False,334,43,3,5348
data/3,25,16,mlp,2,4,mean,True,False,True,334,43,3,5348
data/3,25,16,mlp,2,4,mean,True,False,False,334,43,3,7848
data/3,25,16,mlp,2,4,sum,True,False,True,334,43,3,5348
data/3,25,16,mlp,2,4,sum,True,False,False,334,43,3,7848
data/3,25,16,mlp,4,1,mean,True,True,True,334,43,3,3537
data/3,25,16,mlp,4,1,mean,True,True,False,334,43,3,5412
data/3,25,16,mlp,4,1,mean,False,True,,334,43,3,2912
data/3,25,16,mlp,4,1,sum,True,True,True,334,43,3,3537
data/3,25,16,mlp,4,1,sum,True,True,False,334,43,3,5412
data/3,25,16,mlp,4,1,sum,False,True,,334,43,3,2912
data/3,25,16,mlp,4,2,mean,True,True,True,334,43,3,4162
data/3,25,16,mlp,4,2,mean,True,True,False,334,43,3,7912
data/3,25,16,mlp,4,2,sum,True,True,True,334,43,3,4162
data/3,25,16,mlp,4,2,sum,True,True,False,334,43,3,7912
data/3,25,16,mlp,4,4,mean,True,True,True,334,43,3,5412
data/3,25,16,mlp,4,4,mean,True,True,False,334,43,3,12912
data/3,25,16,mlp,4,4,sum,True,True,True,334,43,3,5412
data/3,25,16,mlp,4,4,sum,True,True,False,334,43,3,12912
data/3,25,16,mlp,4,1,mean,True,False,True,334,43,3,4689
data/3,25,16,mlp,4,1,mean,True,False,False,334,43,3,6564
data/3,25,16,mlp,4,1,mean,False,False,,334,43,3,4064
data/3,25,16,mlp,4,1,sum,True,False,True,334,43,3,4689
data/3,25,16,mlp,4,1,sum,True,False,False,334,43,3,6564
data/3,25,16,mlp,4,1,sum,False,False,,334,43,3,4064
data/3,25,16,mlp,4,2,mean,True,False,True,334,43,3,5314
data/3,25,16,mlp,4,2,mean,True,False,False,334,43,3,9064
data/3,25,16,mlp,4,2,sum,True,False,True,334,43,3,5314
data/3,25,16,mlp,4,2,sum,True,False,False,334,43,3,9064
data/3,25,16,mlp,4,4,mean,True,False,True,334,43,3,6564
data/3,25,16,mlp,4,4,mean,True,False,False,334,43,3,14064
data/3,25,16,mlp,4,4,sum,True,False,True,334,43,3,6564
data/3,25,16,mlp,4,4,sum,True,False,False,334,43,3,14064
data/3,25,64,transformer,1,1,,,True,,334,43,3,26880
data/3,25,64,transformer,1,2,,,True,,334,43,3,26880
data/3,25,64,transformer,1,4,,,True,,334,43,3,26880
data/3,25,64,transformer,1,1,,,False,,334,43,3,31488
data/3,25,64,transformer,1,2,,,False,,334,43,3,31488
data/3,25,64,transformer,1,4,,,False,,334,43,3,31488
data/3,25,64,transformer,2,1,,,True,,334,43,3,51840
data/3,25,64,transformer,2,2,,,True,,334,43,3,51840
data/3,25,64,transformer,2,4,,,True,,334,43,3,51840
data/3,25,64,transformer,2,1,,,False,,334,43,3,56448
data/3,25,64,transformer,2,2,,,False,,334,43,3,56448
data/3,25,64,transformer,2,4,,,False,,334,43,3,56448
data/3,25,64,transformer,4,1,,,True,,334,43,3,101760
data/3,25,64,transformer,4,2,,,True,,334,43,3,101760
data/3,25,64,transformer,4,4,,,True,,334,43,3,101760
data/3,25,64,transformer,4,1,,,False,,334,43,3,106368
data/3,25,64,transformer,4,2,,,False,,334,43,3,106368
data/3,25,64,transformer,4,4,,,False,,334,43,3,106368
data/3,25,64,mlp,1,1,mean,True,True,True,334,43,3,11121
data/3,25,64,mlp,1,1,mean,True,True,False,334,43,3,11121
data/3,25,64,mlp,1,1,mean,False,True,,334,43,3,10496
data/3,25,64,mlp,1,1,sum,True,True,True,334,43,3,11121
data/3,25,64,mlp,1,1,sum,True,True,False,334,43,3,11121
data/3,25,64,mlp,1,1,sum,False,True,,334,43,3,10496
data/3,25,64,mlp,1,2,mean,True,True,True,334,43,3,11746
data/3,25,64,mlp,1,2,mean,True,True,False,334,43,3,11746
data/3,25,64,mlp,1,2,sum,True,True,True,334,43,3,11746
data/3,25,64,mlp,1,2,sum,True,True,False,334,43,3,11746
