datapath,batch_size,embedding_dim,n_features,step,loss,tv_dist,aggregator,n_layers,n_heads,i_in_context
data/0,64,2,10,800,0.6273907196521759,0.1009372526945094,transformer,1,2,True
data/0,64,2,10,850,0.6299620723724365,0.1028587450053216,transformer,1,2,True
data/0,64,2,10,900,0.6295120292901992,0.1052206337633906,transformer,1,2,True
data/0,64,2,10,950,0.6220936858654023,0.1066549891052422,transformer,1,2,True
data/0,64,2,10,1000,0.626333600282669,0.1064328919148668,transformer,1,2,True
data/0,64,2,10,1050,0.6339788579940796,0.1051726034539308,transformer,1,2,True
data/0,64,2,10,1100,0.6170907902717591,0.1025047841289071,transformer,1,2,True
data/0,64,2,10,1150,0.6250665295124054,0.1000247427274056,transformer,1,2,True
data/0,64,2,10,1200,0.6275395679473877,0.0993589936093994,transformer,1,2,True
data/0,64,2,10,1250,0.6251782667636872,0.0983477334361105,transformer,1,2,True
data/0,64,2,10,1300,0.6334550333023071,0.0996709843614544,transformer,1,2,True
data/0,64,2,10,1350,0.6268804800510407,0.1001774974179061,transformer,1,2,True
data/0,64,2,10,1400,0.628160629272461,0.1002982470842848,transformer,1,2,True
data/0,64,2,10,1450,0.622432861328125,0.0988957666721448,transformer,1,2,True
data/0,64,2,10,1500,0.6122327339649201,0.0973679170851738,transformer,1,2,True
data/0,64,2,10,1550,0.6233086276054383,0.0981710304845316,transformer,1,2,True
data/0,64,2,10,1600,0.6269155025482178,0.0982074980259738,transformer,1,2,True
data/0,64,2,10,1650,0.630933849811554,0.0976598090874491,transformer,1,2,True
data/0,64,2,10,1700,0.6293072128295898,0.0980406726677643,transformer,1,2,True
data/0,64,2,10,1750,0.6221514582633972,0.0980584070462249,transformer,1,2,True
data/0,64,2,10,1800,0.6216438484191894,0.0979102317122195,transformer,1,2,True
data/0,64,2,10,1850,0.6228096044063568,0.0981724026723639,transformer,1,2,True
data/0,64,2,10,1900,0.6248438942432404,0.0978831738700145,transformer,1,2,True
data/0,64,2,10,1950,0.6321844935417176,0.099719523962803,transformer,1,2,True
data/0,64,2,10,2000,0.6312720167636872,0.0995284780136358,transformer,1,2,True
data/0,64,2,10,50,0.683021674156189,0.1292892113036067,transformer,1,2,False
data/0,64,2,10,100,0.6416592359542846,0.1172067912075737,transformer,1,2,False
data/0,64,2,10,150,0.624037880897522,0.1114056765184312,transformer,1,2,False
data/0,64,2,10,200,0.6264788866043091,0.1043264770629905,transformer,1,2,False
data/0,64,2,10,250,0.6358475661277772,0.1012899486908075,transformer,1,2,False
data/0,64,2,10,300,0.6193670904636384,0.1035314029024944,transformer,1,2,False
data/0,64,2,10,350,0.6286033868789673,0.107602632782189,transformer,1,2,False
data/0,64,2,10,400,0.625096024274826,0.0998936068768446,transformer,1,2,False
data/0,64,2,10,450,0.6292268013954163,0.1044619491569589,transformer,1,2,False
data/0,64,2,10,500,0.6256110221147537,0.1074506864780421,transformer,1,2,False
data/0,64,2,10,550,0.6234103965759278,0.1087797693195248,transformer,1,2,False
data/0,64,2,10,600,0.6293425178527832,0.1052871673660026,transformer,1,2,False
data/0,64,2,10,650,0.6355652940273285,0.1022049723818553,transformer,1,2,False
data/0,64,2,10,700,0.6293342101573944,0.1059338959235427,transformer,1,2,False
data/0,64,2,10,750,0.6203629875183105,0.1061695616783945,transformer,1,2,False
data/0,64,2,10,800,0.6352824842929841,0.1053946789370035,transformer,1,2,False
data/0,64,2,10,850,0.6276676297187805,0.1031101063036978,transformer,1,2,False
data/0,64,2,10,900,0.6261094415187836,0.1041746863004693,transformer,1,2,False
data/0,64,2,10,950,0.6344624638557435,0.1097376368602465,transformer,1,2,False
data/0,64,2,10,1000,0.6101126909255982,0.0994104210436616,transformer,1,2,False
data/0,64,2,10,1050,0.6265874624252319,0.0984294184907642,transformer,1,2,False
data/0,64,2,10,1100,0.628774939775467,0.0978596157044893,transformer,1,2,False
data/0,64,2,10,1150,0.6190685856342316,0.097472417046283,transformer,1,2,False
data/0,64,2,10,1200,0.6147268354892731,0.0976944337994052,transformer,1,2,False
data/0,64,2,10,1250,0.6341054320335389,0.0976778367166421,transformer,1,2,False
data/0,64,2,10,1300,0.631316499710083,0.0980747981385675,transformer,1,2,False
data/0,64,2,10,1350,0.6244527769088745,0.0983406702528069,transformer,1,2,False
data/0,64,2,10,1400,0.6221660470962525,0.0979707747310609,transformer,1,2,False
data/0,64,2,10,1450,0.610805094242096,0.0977047106509873,transformer,1,2,False
data/0,64,2,10,1500,0.6242036163806916,0.0977723081771293,transformer,1,2,False
data/0,64,2,10,1550,0.6187763118743896,0.0969786533776242,transformer,1,2,False
data/0,64,2,10,1600,0.6208973944187164,0.0967347708639921,transformer,1,2,False
data/0,64,2,10,1650,0.6328239405155182,0.0964786523600108,transformer,1,2,False
data/0,64,2,10,1700,0.6188384878635407,0.0967553072601539,transformer,1,2,False
data/0,64,2,10,1750,0.6332192075252533,0.0965663941410576,transformer,1,2,False
data/0,64,2,10,1800,0.6268207907676697,0.0964571586752807,transformer,1,2,False
data/0,64,2,10,1850,0.6229297661781311,0.0972468287138352,transformer,1,2,False
data/0,64,2,10,1900,0.6287419891357422,0.0972705454491027,transformer,1,2,False
data/0,64,2,10,1950,0.6192655217647552,0.0964092320235639,transformer,1,2,False
data/0,64,2,10,2000,0.6074596786499024,0.0964114429219781,transformer,1,2,False
data/0,64,2,10,50,0.7572728061676025,0.1452596363729195,transformer,2,1,True
data/0,64,2,10,100,0.6463471531867981,0.1388466351930853,transformer,2,1,True
data/0,64,2,10,150,0.6431527304649353,0.1341988061979455,transformer,2,1,True
data/0,64,2,10,200,0.6434014248847961,0.1309395139904459,transformer,2,1,True
data/0,64,2,10,250,0.638587474822998,0.1250874569815567,transformer,2,1,True
data/0,64,2,10,300,0.6310109651088714,0.1215332300417372,transformer,2,1,True
data/0,64,2,10,350,0.6370495581626892,0.1162515314577643,transformer,2,1,True
data/0,64,2,10,400,0.6294578814506531,0.1172315442187597,transformer,2,1,True
data/0,64,2,10,450,0.6293615221977233,0.124367219814347,transformer,2,1,True
data/0,64,2,10,500,0.6257735109329223,0.1161396488838761,transformer,2,1,True
data/0,64,2,10,550,0.6291145086288452,0.1189816847281271,transformer,2,1,True
data/0,64,2,10,600,0.6299586820602417,0.1139852912818076,transformer,2,1,True
data/0,64,2,10,650,0.6345383059978486,0.1135603923175372,transformer,2,1,True
data/0,64,2,10,700,0.6320553022623062,0.1101571299012563,transformer,2,1,True
data/0,64,2,10,750,0.6349112606048584,0.11296731240367,transformer,2,1,True
data/0,64,2,10,800,0.6271182572841645,0.1097427431510505,transformer,2,1,True
data/0,64,2,10,850,0.6304014670848846,0.1164188728036746,transformer,2,1,True
data/0,64,2,10,900,0.6325165402889251,0.1119030401113637,transformer,2,1,True
data/0,64,2,10,950,0.6270002222061157,0.10064135490657,transformer,2,1,True
data/0,64,2,10,1000,0.6238404774665832,0.1067507839331769,transformer,2,1,True
data/0,64,2,10,1050,0.6305560994148255,0.1036735070394436,transformer,2,1,True
data/0,64,2,10,1100,0.6319024109840393,0.1025613069326725,transformer,2,1,True
data/0,64,2,10,1150,0.6222630703449249,0.1000630858895011,transformer,2,1,True
data/0,64,2,10,1200,0.6298687416315079,0.1004471384565434,transformer,2,1,True
data/0,64,2,10,1250,0.6193490481376648,0.1002631878269894,transformer,2,1,True
data/0,64,2,10,1300,0.6197653198242188,0.1004569166839975,transformer,2,1,True
data/0,64,2,10,1350,0.6210055732727051,0.1007600307034096,transformer,2,1,True
data/0,64,2,10,1400,0.6244974708557129,0.1003072806143975,transformer,2,1,True
data/0,64,2,10,1450,0.6309308671951294,0.0998432631635648,transformer,2,1,True
data/0,64,2,10,1500,0.6227477586269379,0.0992819778193519,transformer,2,1,True
data/0,64,2,10,1550,0.6252743887901306,0.0991283837820378,transformer,2,1,True
data/0,64,2,10,1600,0.6183440089225769,0.0992617074539295,transformer,2,1,True
data/0,64,2,10,1650,0.6265131437778473,0.0997117757608802,transformer,2,1,True
data/0,64,2,10,1700,0.6227106469869613,0.0996160815771794,transformer,2,1,True
data/0,64,2,10,1750,0.6257414746284485,0.0986848222255024,transformer,2,1,True
data/0,64,2,10,1800,0.6221259677410126,0.0991106340505322,transformer,2,1,True
data/0,64,2,10,1850,0.6214166009426116,0.0984833749180329,transformer,2,1,True
data/0,64,2,10,1900,0.623748072385788,0.0980613458979057,transformer,2,1,True
data/0,64,2,10,1950,0.6216445350646973,0.097736077760238,transformer,2,1,True
data/0,64,2,10,2000,0.6302483236789703,0.098578585665448,transformer,2,1,True
data/0,64,2,10,50,0.7086381638050079,0.1283618750946837,transformer,2,1,False
data/0,64,2,10,100,0.6298165404796601,0.1181102928367864,transformer,2,1,False
data/0,64,2,10,150,0.6414163315296173,0.1214572054946577,transformer,2,1,False
data/0,64,2,10,200,0.6246081864833832,0.1127648754055163,transformer,2,1,False
data/0,64,2,10,250,0.6285917103290558,0.113430364352422,transformer,2,1,False
data/0,64,2,10,300,0.6311047923564911,0.1104304605381255,transformer,2,1,False
data/0,64,2,10,350,0.6227850139141082,0.1094724349571057,transformer,2,1,False
data/0,64,2,10,400,0.6353640186786652,0.116717237382525,transformer,2,1,False
data/0,64,2,10,450,0.6272962427139283,0.1084893015031777,transformer,2,1,False
data/0,64,2,10,500,0.6174632334709167,0.1104898966580374,transformer,2,1,False
data/0,64,2,10,550,0.6210077595710755,0.1014317048101945,transformer,2,1,False
data/0,64,2,10,600,0.6349504995346069,0.1113978231840435,transformer,2,1,False
data/0,64,2,10,650,0.6222769105434418,0.1043690475792479,transformer,2,1,False
data/0,64,2,10,700,0.6337295734882354,0.1001340181728166,transformer,2,1,False
data/0,64,2,10,750,0.6345058542490005,0.1038078184241681,transformer,2,1,False
data/0,64,2,10,800,0.6363204443454742,0.100517920109806,transformer,2,1,False
data/0,64,2,10,850,0.6173712313175201,0.1073346838005643,transformer,2,1,False
data/0,64,2,10,900,0.6268937790393829,0.1109887304609037,transformer,2,1,False
data/0,64,2,10,950,0.6401943111419678,0.1082759097096384,transformer,2,1,False
data/0,64,2,10,1000,0.6243114161491394,0.1044685465523048,transformer,2,1,False
data/0,64,2,10,1050,0.633054381608963,0.1031952141263958,transformer,2,1,False
data/0,64,2,10,1100,0.6290907919406891,0.1014360991880062,transformer,2,1,False
data/0,64,2,10,1150,0.6141392636299133,0.1002413240495814,transformer,2,1,False
data/0,64,2,10,1200,0.6260322749614715,0.0991243803264795,transformer,2,1,False
data/0,64,2,10,1250,0.6310925698280334,0.0997174315652465,transformer,2,1,False
data/0,64,2,10,1300,0.6299762284755707,0.0989173821747217,transformer,2,1,False
data/0,64,2,10,1350,0.6201957499980927,0.0979926105919858,transformer,2,1,False
data/0,64,2,10,1400,0.623930389881134,0.0969854464166981,transformer,2,1,False
data/0,64,2,10,1450,0.6179771226644516,0.0979072727804723,transformer,2,1,False
data/0,64,2,10,1500,0.6281021344661712,0.0982896862163218,transformer,2,1,False
data/0,64,2,10,1550,0.6220468771457672,0.0982058999505229,transformer,2,1,False
data/0,64,2,10,1600,0.623375792503357,0.0973687208172436,transformer,2,1,False
data/0,64,2,10,1650,0.6257883703708649,0.0976245533265268,transformer,2,1,False
data/0,64,2,10,1700,0.6152290666103363,0.0975264953192805,transformer,2,1,False
data/0,64,2,10,1750,0.6164997339248657,0.0962617693245149,transformer,2,1,False
data/0,64,2,10,1800,0.6305546641349793,0.0969055480744682,transformer,2,1,False
data/0,64,2,10,1850,0.6275554144382477,0.0966735082454938,transformer,2,1,False
data/0,64,2,10,1900,0.6224505746364594,0.097181746064202,transformer,2,1,False
data/0,64,2,10,1950,0.6288644576072693,0.0976729014413119,transformer,2,1,False
data/0,64,2,10,2000,0.6233900821208954,0.0979606395428844,transformer,2,1,False
data/0,64,2,10,50,0.7748474454879761,0.1483158388098373,transformer,2,2,True
data/0,64,2,10,100,0.6382583975791931,0.1387000551331088,transformer,2,2,True
data/0,64,2,10,150,0.645200799703598,0.1317358288569283,transformer,2,2,True
data/0,64,2,10,200,0.6469208216667175,0.1274946003134983,transformer,2,2,True
data/0,64,2,10,250,0.6382231187820434,0.1237399855079898,transformer,2,2,True
data/0,64,2,10,300,0.6283379530906678,0.1243344513960433,transformer,2,2,True
data/0,64,2,10,350,0.6291539609432221,0.1246820035847908,transformer,2,2,True
data/0,64,2,10,400,0.6385686445236206,0.1202723554588781,transformer,2,2,True
data/0,64,2,10,450,0.6265106511116028,0.11516340039739,transformer,2,2,True
data/0,64,2,10,500,0.6430024313926697,0.1147908657224646,transformer,2,2,True
data/0,64,2,10,550,0.6273841118812561,0.1113947982216502,transformer,2,2,True
data/0,64,2,10,600,0.6252391922473908,0.1130573983473483,transformer,2,2,True
data/0,64,2,10,650,0.6346297788619996,0.1145069938623129,transformer,2,2,True
data/0,64,2,10,700,0.6366272985935211,0.1119957230609379,transformer,2,2,True
data/0,64,2,10,750,0.6344990587234497,0.1138966431899584,transformer,2,2,True
data/0,64,2,10,800,0.62992431640625,0.1083448116461378,transformer,2,2,True
data/0,64,2,10,850,0.6295498645305634,0.1118233532379341,transformer,2,2,True
data/0,64,2,10,900,0.632498071193695,0.1124698388074933,transformer,2,2,True
data/0,64,2,10,950,0.6283888912200928,0.1063366704124874,transformer,2,2,True
data/0,64,2,10,1000,0.6297951483726502,0.1102430868160512,transformer,2,2,True
data/0,64,2,10,1050,0.6315354061126709,0.1084509548762302,transformer,2,2,True
data/0,64,2,10,1100,0.6272560834884644,0.1077278216211213,transformer,2,2,True
data/0,64,2,10,1150,0.6356101441383362,0.1065364974754217,transformer,2,2,True
data/0,64,2,10,1200,0.6338880026340484,0.1065250689999087,transformer,2,2,True
data/0,64,2,10,1250,0.6307797491550445,0.1050041148213075,transformer,2,2,True
data/0,64,2,10,1300,0.61612633228302,0.1049085863474446,transformer,2,2,True
data/0,64,2,10,1350,0.619585291147232,0.1040205305083419,transformer,2,2,True
data/0,64,2,10,1400,0.6270007967948914,0.1032309214944178,transformer,2,2,True
data/0,64,2,10,1450,0.6223413276672364,0.1035220842033907,transformer,2,2,True
data/0,64,2,10,1500,0.635200229883194,0.1030015246488473,transformer,2,2,True
data/0,64,2,10,1550,0.6122397947311401,0.1015902711879919,transformer,2,2,True
data/0,64,2,10,1600,0.6234953343868256,0.1009168523196065,transformer,2,2,True
data/0,64,2,10,1650,0.6223611462116242,0.1015228647813774,transformer,2,2,True
data/0,64,2,10,1700,0.6160919559001923,0.102267239585117,transformer,2,2,True
data/0,64,2,10,1750,0.6147607558965683,0.1012913134608225,transformer,2,2,True
data/0,64,2,10,1800,0.619376471042633,0.101278793995893,transformer,2,2,True
data/0,64,2,10,1850,0.6254722642898559,0.1008157171411959,transformer,2,2,True
data/0,64,2,10,1900,0.6156889486312866,0.1002340637003309,transformer,2,2,True
data/0,64,2,10,1950,0.6360428702831268,0.1003205282388897,transformer,2,2,True
data/0,64,2,10,2000,0.6231190717220306,0.0998433947395666,transformer,2,2,True
data/0,64,2,10,50,0.690853877067566,0.12991326240286,transformer,2,2,False
data/0,64,2,10,100,0.6456915986537933,0.1166068668996391,transformer,2,2,False
data/0,64,2,10,150,0.6309896612167358,0.1170393346722163,transformer,2,2,False
data/0,64,2,10,200,0.6239369082450866,0.1093283958606388,transformer,2,2,False
data/0,64,2,10,250,0.6279307055473328,0.1086609795989153,transformer,2,2,False
data/0,64,2,10,300,0.6304974234104157,0.1109969356118033,transformer,2,2,False
data/0,64,2,10,350,0.6331379318237305,0.1066000845573822,transformer,2,2,False
data/0,64,2,10,400,0.6208643889427186,0.1086558203943176,transformer,2,2,False
data/0,64,2,10,450,0.6287178552150726,0.1060258123646081,transformer,2,2,False
data/0,64,2,10,500,0.6384627002477646,0.1076173393903044,transformer,2,2,False
data/0,64,2,10,550,0.6186384916305542,0.1096851234353454,transformer,2,2,False
data/0,64,2,10,600,0.6152855014801025,0.1040267135096338,transformer,2,2,False
data/0,64,2,10,650,0.6232640898227692,0.1032976645248035,transformer,2,2,False
data/0,64,2,10,700,0.6194051289558411,0.098579311899195,transformer,2,2,False
data/0,64,2,10,750,0.6253601861000061,0.106643643044989,transformer,2,2,False
data/0,64,2,10,800,0.6346895527839661,0.1018721954051451,transformer,2,2,False
data/0,64,2,10,850,0.6258097922801972,0.1011254730269737,transformer,2,2,False
data/0,64,2,10,900,0.6361061275005341,0.1050136942909396,transformer,2,2,False
data/0,64,2,10,950,0.6313823473453521,0.1067545050418285,transformer,2,2,False
data/0,64,2,10,1000,0.642003231048584,0.1081843094928795,transformer,2,2,False
data/0,64,2,10,1050,0.61831982254982,0.1043343112432412,transformer,2,2,False
data/0,64,2,10,1100,0.6297868490219116,0.1010452314059451,transformer,2,2,False
data/0,64,2,10,1150,0.6174676108360291,0.0984822382117113,transformer,2,2,False
data/0,64,2,10,1200,0.6301701974868774,0.0991530623487169,transformer,2,2,False
data/0,64,2,10,1250,0.6219149672985077,0.0986934157250734,transformer,2,2,False
data/0,64,2,10,1300,0.617832099199295,0.0977240303700752,transformer,2,2,False
data/0,64,2,10,1350,0.6251509809494018,0.0976475158732868,transformer,2,2,False
data/0,64,2,10,1400,0.6162503659725189,0.0977356785032829,transformer,2,2,False
data/0,64,2,10,1450,0.619360957145691,0.0972356614658813,transformer,2,2,False
data/0,64,2,10,1500,0.6259620666503907,0.0973015551439052,transformer,2,2,False
data/0,64,2,10,1550,0.6204762542247773,0.0979948383604792,transformer,2,2,False
data/0,64,2,10,1600,0.6166835618019104,0.097552599572302,transformer,2,2,False
data/0,64,2,10,1650,0.6356821703910828,0.0982020464951099,transformer,2,2,False
data/0,64,2,10,1700,0.6234053838253021,0.0986271605744129,transformer,2,2,False
data/0,64,2,10,1750,0.6265660268068314,0.0971712941131714,transformer,2,2,False
data/0,64,2,10,1800,0.6243127608299255,0.0974256203981943,transformer,2,2,False
data/0,64,2,10,1850,0.6143000745773315,0.0967302254073848,transformer,2,2,False
data/0,64,2,10,1900,0.6242041528224945,0.0961097882020622,transformer,2,2,False
data/0,64,2,10,1950,0.6234411561489105,0.0960677616834313,transformer,2,2,False
data/0,64,2,10,2000,0.6200219559669494,0.0963427469586791,transformer,2,2,False
data/0,64,2,10,50,0.7630039978027344,0.1769458503127911,transformer,4,1,True
data/0,64,2,10,100,0.6599061012268066,0.1456334142805286,transformer,4,1,True
data/0,64,2,10,150,0.6466592574119567,0.1421606408979137,transformer,4,1,True
data/0,64,2,10,200,0.6498768866062165,0.1350168757249935,transformer,4,1,True
data/0,64,2,10,250,0.6483602797985077,0.1323802978545753,transformer,4,1,True
data/0,64,2,10,300,0.6470993673801422,0.1329717986030331,transformer,4,1,True
data/0,64,2,10,350,0.6443897306919097,0.1296288390999794,transformer,4,1,True
data/0,64,2,10,400,0.6543658185005188,0.1324569117361003,transformer,4,1,True
data/0,64,2,10,450,0.653240476846695,0.1307506023753877,transformer,4,1,True
data/0,64,2,10,500,0.6483122670650482,0.1345029513767933,transformer,4,1,True
data/0,64,2,10,550,0.6424053132534027,0.1261466847332429,transformer,4,1,True
data/0,64,2,10,600,0.6426707208156586,0.1491377399119016,transformer,4,1,True
data/0,64,2,10,650,0.6477960884571076,0.1281028982452953,transformer,4,1,True
data/0,64,2,10,700,0.6339069604873657,0.126057751573242,transformer,4,1,True
data/0,64,2,10,750,0.6330696570873261,0.1250662444247906,transformer,4,1,True
data/0,64,2,10,800,0.6309875965118408,0.1226191115233837,transformer,4,1,True
data/0,64,2,10,850,0.640398645401001,0.1239682590864839,transformer,4,1,True
data/0,64,2,10,900,0.6418767070770264,0.1302648813651581,transformer,4,1,True
data/0,64,2,10,950,0.6432713174819946,0.1251599018407877,transformer,4,1,True
data/0,64,2,10,1000,0.6447725331783295,0.120695718332247,transformer,4,1,True
data/0,64,2,10,1050,0.6354809415340423,0.1174434540453913,transformer,4,1,True
data/0,64,2,10,1100,0.62679527759552,0.1153455923033838,transformer,4,1,True
data/0,64,2,10,1150,0.6335501480102539,0.1160251291458289,transformer,4,1,True
data/0,64,2,10,1200,0.6266805183887482,0.1133417696355539,transformer,4,1,True
data/0,64,2,10,1250,0.6323402512073517,0.1147277538397989,transformer,4,1,True
data/0,64,2,10,1300,0.629592957496643,0.1151314053902777,transformer,4,1,True
data/0,64,2,10,1350,0.6430328631401062,0.1150789279957149,transformer,4,1,True
data/0,64,2,10,1400,0.6283689951896667,0.1144832598477213,transformer,4,1,True
data/0,64,2,10,1450,0.6324389719963074,0.1149961221179184,transformer,4,1,True
data/0,64,2,10,1500,0.6205519199371338,0.1132846841578682,transformer,4,1,True
data/0,64,2,10,1550,0.6357980668544769,0.1149304830103761,transformer,4,1,True
data/0,64,2,10,1600,0.6324209153652192,0.113010197579884,transformer,4,1,True
data/0,64,2,10,1650,0.6301261639595032,0.1128367725673163,transformer,4,1,True
data/0,64,2,10,1700,0.6211223375797271,0.112371726131194,transformer,4,1,True
data/0,64,2,10,1750,0.6375957810878754,0.1121695991801058,transformer,4,1,True
data/0,64,2,10,1800,0.6308363854885102,0.1130612772648946,transformer,4,1,True
data/0,64,2,10,1850,0.6335526847839356,0.1125052023883417,transformer,4,1,True
data/0,64,2,10,1900,0.6354483425617218,0.114473444946639,transformer,4,1,True
data/0,64,2,10,1950,0.6313476252555847,0.1139003689320797,transformer,4,1,True
data/0,64,2,10,2000,0.6307723760604859,0.1138641709455573,transformer,4,1,True
data/0,64,2,10,50,0.7210518634319305,0.1539931062650679,transformer,4,1,False
data/0,64,2,10,100,0.6487387454509735,0.1336874259498231,transformer,4,1,False
data/0,64,2,10,150,0.6408378469944,0.1330990432622728,transformer,4,1,False
data/0,64,2,10,200,0.6363954973220826,0.1283314273678758,transformer,4,1,False
data/0,64,2,10,250,0.6389636838436127,0.1253442619387244,transformer,4,1,False
data/0,64,2,10,300,0.6399212312698365,0.127169892211848,transformer,4,1,False
data/0,64,2,10,350,0.6316859424114227,0.1198401362507976,transformer,4,1,False
data/0,64,2,10,400,0.6407050466537476,0.1227148590275758,transformer,4,1,False
data/0,64,2,10,450,0.6400595676898956,0.1197388536852354,transformer,4,1,False
data/0,64,2,10,500,0.6398433756828308,0.123913542764018,transformer,4,1,False
data/0,64,2,10,550,0.6416202592849731,0.1147610817801142,transformer,4,1,False
data/0,64,2,10,600,0.6235081791877747,0.1182133604974465,transformer,4,1,False
data/0,64,2,10,650,0.6342561662197113,0.1173451678000819,transformer,4,1,False
data/0,64,2,10,700,0.641381038427353,0.1203418018013317,transformer,4,1,False
data/0,64,2,10,750,0.6391927921772003,0.1157151894627551,transformer,4,1,False
